region,station,split,model,RMSE,MAE,Zero_Acc,y_true,y_pred,end_hour
North Hollywood,4413,80-20,BASELINE_DT,0.05848596505237909,0.0035472972972972975,99.66216216216216,[0. 0. 0. ... 0. 0. 1.],[0. 0. 0. ... 0. 0. 0.],"['2021-09-10T11:00:00.000000000' '2021-09-10T12:00:00.000000000'
 '2021-09-10T13:00:00.000000000' ... '2021-11-10T14:00:00.000000000'
 '2021-11-10T15:00:00.000000000' '2021-11-10T16:00:00.000000000']"
North Hollywood,4413,80-20,BASELINE_RF,0.035047223851686835,0.00223117164076645,99.79729729729729,[0. 0. 0. ... 0. 0. 1.],[0.         0.         0.         ... 0.00111111 0.         0.        ],"['2021-09-10T11:00:00.000000000' '2021-09-10T12:00:00.000000000'
 '2021-09-10T13:00:00.000000000' ... '2021-11-10T14:00:00.000000000'
 '2021-11-10T15:00:00.000000000' '2021-11-10T16:00:00.000000000']"
North Hollywood,4413,80-20,BASELINE_GB,0.04315395008034804,0.004279934591985607,99.79729729729729,[0. 0. 0. ... 0. 0. 1.],"[ 0.00533098 -0.00037252  0.010877   ...  0.01231788  0.00352438
 -0.00091148]","['2021-09-10T11:00:00.000000000' '2021-09-10T12:00:00.000000000'
 '2021-09-10T13:00:00.000000000' ... '2021-11-10T14:00:00.000000000'
 '2021-11-10T15:00:00.000000000' '2021-11-10T16:00:00.000000000']"
North Hollywood,4413,80-20,BASELINE_XGB,0.04874648151967608,0.006788638495442769,99.79729729729729,[0. 0. 0. ... 0. 0. 1.],"[-0.00038734 -0.00215453  0.03427185 ... -0.0122046  -0.00137226
 -0.00265159]","['2021-09-10T11:00:00.000000000' '2021-09-10T12:00:00.000000000'
 '2021-09-10T13:00:00.000000000' ... '2021-11-10T14:00:00.000000000'
 '2021-11-10T15:00:00.000000000' '2021-11-10T16:00:00.000000000']"
North Hollywood,4413,80-20,BASELINE_LGBM,0.029029585284959625,0.006227960758280918,99.93243243243242,[0. 0. 0. ... 0. 0. 1.],"[ 0.00025747 -0.00223084  0.03007744 ... -0.01201077 -0.0096683
 -0.00392944]","['2021-09-10T11:00:00.000000000' '2021-09-10T12:00:00.000000000'
 '2021-09-10T13:00:00.000000000' ... '2021-11-10T14:00:00.000000000'
 '2021-11-10T15:00:00.000000000' '2021-11-10T16:00:00.000000000']"
North Hollywood,4413,80-20,BASELINE_CATBOOST,0.033282307493297136,0.004809577174675363,99.86486486486487,[0. 0. 0. ... 0. 0. 1.],"[-0.00070456 -0.00210002 -0.00144674 ...  0.00204634 -0.0003441
 -0.00257242]","['2021-09-10T11:00:00.000000000' '2021-09-10T12:00:00.000000000'
 '2021-09-10T13:00:00.000000000' ... '2021-11-10T14:00:00.000000000'
 '2021-11-10T15:00:00.000000000' '2021-11-10T16:00:00.000000000']"
North Hollywood,4413,80-20,BASELINE_ET,0.02718888820624874,0.0013969594594594593,99.93243243243242,[0. 0. 0. ... 0. 0. 1.],[0.   0.   0.01 ... 0.   0.   0.  ],"['2021-09-10T11:00:00.000000000' '2021-09-10T12:00:00.000000000'
 '2021-09-10T13:00:00.000000000' ... '2021-11-10T14:00:00.000000000'
 '2021-11-10T15:00:00.000000000' '2021-11-10T16:00:00.000000000']"
North Hollywood,4413,80-20,ZIR_1,0.04502251688907482,0.002027027027027027,99.79729729729729,[0. 0. 0. ... 0. 0. 1.],[0. 0. 0. ... 0. 0. 0.],"['2021-09-10T11:00:00.000000000' '2021-09-10T12:00:00.000000000'
 '2021-09-10T13:00:00.000000000' ... '2021-11-10T14:00:00.000000000'
 '2021-11-10T15:00:00.000000000' '2021-11-10T16:00:00.000000000']"
North Hollywood,4413,80-20,ZIR_1.2,0.025993762245501817,0.0006756756756756757,99.93243243243242,[0. 0. 0. ... 0. 0. 1.],[0. 0. 0. ... 0. 0. 0.],"['2021-09-10T11:00:00.000000000' '2021-09-10T12:00:00.000000000'
 '2021-09-10T13:00:00.000000000' ... '2021-11-10T14:00:00.000000000'
 '2021-11-10T15:00:00.000000000' '2021-11-10T16:00:00.000000000']"
North Hollywood,4413,80-20,ZIR_2,0.025993762245501817,0.0006756756756756757,99.93243243243242,[0. 0. 0. ... 0. 0. 1.],[0. 0. 0. ... 0. 0. 0.],"['2021-09-10T11:00:00.000000000' '2021-09-10T12:00:00.000000000'
 '2021-09-10T13:00:00.000000000' ... '2021-11-10T14:00:00.000000000'
 '2021-11-10T15:00:00.000000000' '2021-11-10T16:00:00.000000000']"
